LocaleIdentifier,TH
MsgSplitBillNewCheck,เพิ่มการตรวจสอบใหม่
MsgSplitBillPAID,ชำระเงินแล้ว
MsgSplitBillCanNotAddItemToPaidBill,ไม่สามารถเพิ่มรายการไปยังบิลที่ชำระเงินแล้ว โปรดใช้บิลอื่น
MsgSplitBillSplitBill,แยกบิล
MsgSplitBillEnterNumberOfPersons,ป้อนจำนวนของผู้คน
MsgPaymentProcessorsProcessingPleaseWait,กำลังประมวลผล โปรดรอสักครู่...
BtnGiftCardLinked,บัตรที่ถูกเชื่อมโยง
BtnGiftCardLink,เชื่อมโยงบัตรของขวัญ
BtnGiftCardProcessorsReSwipeCard,รูดอีกครั้ง
MsgGiftCardSelectLinked,เลือกบัตรของขวัญที่ถูกเชื่อมโยง
MsgGiftCardProcessorsCardNumberEmpty,หมายเลขบัตรว่างเปล่า! โปรดลองอีกครั้ง!
MsgGiftCardProcessorsZerroAmount,จำนวนเงินเป็นดอลลาร์ต้องมากกว่า $0.00!
MsgGiftCardProcessorsEnterAmount,ป้อนจำนวนเงิน
MsgGiftCardProcessorsCardSuccAct,เปิดใช้งานบัตรสำเร็จแล้ว\nยอดคงเหลือ: %.2f
MsgGiftCardProcessorsCardUpdatedSucc,อัปเดตบัตรสำเร็จแล้ว
MsgGiftCardProcessorsInsufficientFunds,เงินในบัตรไม่เพียงพอ\nยอดคงเหลือ: %.2f
MsgGiftCardProcessorsFailedToUpdate,อัปเดตบัตรล้มเหลว
MsgGiftCardProcessorsFailedToActivate,เปิดใช้งานบัตรล้มเหลว
MsgGiftCardProcessorsFailedToFetch,นำเข้าข้อมูลบัตรล้มเหลว
MsgGiftCardProcessorsValutecError,ข้อผิดพลาด Valutec
MsgGiftCardProcessorsFailedToCreate,สร้างบัตรล้มเหลว
MsgGiftCardProcessorsCardCreatedSucc,สร้างบัตร %@ สำเร็จแล้ว\nยอดคงเหลือ: %.2f
MsgGiftCardProcessorsCardIsActive,บัตรเปิดใช้งานแล้ว
MsgGiftCardProcessorsCardIsNotActive,บัตรยังไม่ได้เปิดใช้งาน
MsgGiftCardProcessorsRefundOfGiftPayment,การขอคืนเงินการชำระเงินบัตรของขวัญต่ำกว่า %@ ไม่ได้รับอนุญาต
MsgGiftCardProcessorsGivexTransFailed,ธุรกรรม Givex ล้มเหลว!\n%@
MsgGiftCardProcessorsCardCreatedSucc2,สร้างบัตร %@ สำเร็จแล้ว
MsgGiftCardProcessorsCardSuccAct2,เปิดใช้งานบัตรสำเร็จแล้ว
MsgGiftCardProcessorsCardValueAdded,มูลค่าบัตรถูกเพิ่มไว้แล้ว
MsgGiftCardProcessorsFailedToUpdateCard,อัปเดตบัตรล้มเหลว #%@\n%@
MsgGiftCardProcessorsCustomerIsLinkedSucc,เชื่อมโยงลูกค้าสำเร็จแล้ว
MsgGiftCardProcessorsFailedToLinkCust,เชื่อมโยงลูกค้าล้มเหลว
MsgGiftCardProcessorsFailedToLinkCheckLog,เชื่อมโยงลูกค้าล้มเหลว
MsgGiftCardProcessorsFailedToSyncCustomer,ซิงก์ข้อมูลบัตรล้มเหลว การดำเนินการจะถูกกระทำอีกครั้งในฉากหลัง
MsgGiftCardProcessorsSwipeGiftCard,รูดบัตรของขวัญ
MsgGiftCardProcessorsWaitingForCardSwipe,กำลังรอการรูดบัตร
MsgGiftCardProcessorsCardNrMustBeGreateThanZero,รหัสบัตรต้องมีความยาวมากกว่า 0
MsgGiftCardProcessorsBadSwipe,รูดบัตรไม่ผ่าน ลองอีกครั้ง
MsgGiftCardProcessorsWaitingForSwipe,กำลังรอคุณรูดบัตร
MsgGiftCardProcessorsAddGiftCardSupport,เพิ่มการช่วยเหลือบัตรของขวัญหรือไม่?
MsgGiftCardProductName,ของขวัญ%.2f
MsgGiftCardProcessorsCardNotFound,ไม่พบหมายเลขบัตร โปรดลองอีกครั้ง
MsgGiftCardsManage,จัดการบัตรของขวัญ
MsgGiftCardsCustomerHasNoCards,%@ ยังไม่มีบัตรของขวัญที่เชื่อมโยงใด ๆ
MsgGiftCardPromptToLinkCardToCustomer,คุณต้องการแนบบัตรของขวัญ  #%@ ไปยังลูกค้า %@ หรือไม่?
MsgPaymentGiftCardAuthorization,การอนุมัติบัตรของขวัญ
MsgCardReadersPortableError,ข้อผิดพลาดอุปกรณ์พกพาได้
MsgCardReadersPleaseConfigProperSwipe,โปรดกำหนดค่าการรูดที่ถูกต้องสำหรับเครื่องบริการนี้
MsgCardReadersCardSwipeNoData,การรูดบัตรไม่ถูกต้อง
MsgCardReadersFailedToReadCardNumber,อ่านหมายเลขบัตรล้มเหลว
BtnRewardCardsLinkCustomer,เชื่อมโยงลูกค้า
BtnRewardCardsLinkOtherCustomer,เชื่อมโยงลูกค้าอื่น
BtnRewardCardsLinkCurrentCustomer,เชื่อมโยงลูกค้าปัจจุบัน
BtnRewardCardsCustomerInfo,ข้อมูลลูกค้า
BtnRewardCardsLink,เชื่อมโยงรางวัล
BtnRewardCardsAddPoints,เพิ่มคะแนนรายการ
MsgRewardCardsCardNrLengthNoOption,หมายเลขบัตรต้องมีความยาว %d หรือ %d หลัก
MsgRewardCardsCardNrLength,หมายเลขบัตรต้องมีความยาว %d หรือ %d หลัก
MsgRewardCardsSwipeRewardCard,รูดบัตรรางวัล
MsgRewardCardsSwipeOrScanRewardCard,สแกน หรือ รูดบัตรรางวัล
MsgRewardCardsAddRewardsSwipeOrScan,เพิ่มรางวัลหรือไม่? กำลังรอคุณรูดบัตร
MsgRewardCardsAddPointsSwipeOrScan,เพิ่มคะแนนหรือไม่? กำลังรอคุณรูดบัตร
MsgRewardCardsNoPoints,คำสั่งซื้อนี้ไม่มีคะแนน
MsgRewardCardsFailedAddPoints,เพิ่มคะแนนรายการล้มเหลว
MsgRewardCardsFailedAdjustPointsIncorrectValue,ปรับคะแนนล้มเหลว\nค่าที่ป้อนไว้ไม่ถูกต้อง
MsgRewardCardsFailedAdjustPointsBigValue,ปรับคะแนนล้มเหลว\nค่าที่ป้อนไว้มากเกินกว่า %d
MsgRewardCardsFailedAdjustPointsSmallValue,ปรับคะแนนล้มเหลว\nค่าที่ป้อนไว้น้อยกว่า %d
MsgRewardCardsActionFailed,การดำเนินการล้มเหลว ลองอีกครั้ง
MsgRewardCardsActionSucc,การดำเนินการสำเร็จแล้ว
MsgRewardCardsRewardSuccessfullyVoided,ธุรกรรมรางวัลถูกยกเลิกสำเร็จแล้ว\n\nโปรดกลับมาใช้รางวัลอีกครั้ง หากจำเป็น
MsgRewardCardsAddPointsSuccessfullyVoided,เพิ่มธุรกรรมรางวัลรายการถูกยกเลิกสำเร็จแล้ว\n\nโปรดกลับมาใช้รางวัลอีกครั้ง หากจำเป็น
MsgRewardCardsRedeemRewardSuccessfullyVoided,แลกธุรกรรมรางวัลถูกยกเลิกสำเร็จแล้ว\n\nโปรดกลับมาใช้รางวัลอีกครั้ง หากจำเป็น
MsgRewardCardsPointsAddedSucc,คะแนนถูกเพิ่มไปยังบัตรสำเร็จแล้ว
MsgRewardCardsRewardCardInfo,ข้อมูลบัตรรางวัล
MsgRewardCardsPointsAdded,คะแนนถูกเพิ่มแล้ว: %@
MsgRewardCardsRewardsRedeemed,รางวัลถูกแลกแล้ว: %@
MsgRewardCardsPoints,คะแนน
MsgRewardCardsCash,เงินสด
MsgRewardCardsNoProductsRedeem,ไม่มีผลิตภัณฑ์ที่เหมาะสมที่มีคะแนนสำหรับการแลก
MsgRewardCardsGetAmountRedeem,คุณต้องมีจำนวนคะแนน %d เพื่อแลก ยอดคงเหลือปัจจุบันคือ %d
MsgRewardCardsPointsBalance,ยอดคงเหลือคะแนนรายการ
MsgRewardCardsRewardsRedeemedWithBalance,แลกรางวัลแล้ว!%@
MsgRewardCardsCongratulationsRewardPoints,ยินดีด้วย คุณมีคะแนนรางวัล%d
MsgRewardCardsCongratulationsRewardVisits,ยินดีด้วย คุณมี %d รางวัลการเข้าใช้บริการ
MsgRewardCardsCongratulationsRewardPurchases,ยินดีด้วย คุณมี %@ รางวัลการซื้อ
MsgRewardCardsCongratulationsPoints,ยินดีด้วย คุณมี %@ คะแนนรางวัล
MsgRewardCardsCongratulationsCustomerRewardPoints,ยินดีด้วย  %@ คุณมีคะแนนรางวัล%d
MsgRewardCardsCongratulationsCustomerRewardVisits,ยินดีด้วย %@ คุณมี %d รางวัลเข้าใช้บริการ
MsgRewardCardsCongratulationsCustomerRewardPurchases,ยินดีด้วย %@ คุณมี %@ รางวัลการซื้อ
MsgRewardCardsCongratulationsCustomerPoints,ยินดีด้วย %@ คุณมี %@ คะแนนรางวัล
MsgRewardCardsRewardPointsUpdated,คะแนนอัปเดตแล้ว คุณมีคะแนนรางวัล%d
MsgRewardCardsRewardVisitsUpdated,คะแนนอัปเดตแล้ว คุณมีคะแนนรางวัล%d
MsgRewardCardsRewardPurchasesUpdated,ยินดีด้วย %@ คุณมี %@ รางวัลการซื้อ
MsgRewardCardsAddedRewardPoints,คะแนนรางวัลที่เพิ่ม: %d
MsgRewardCardsCurrentRewardPoints,คะแนนรางวัลปัจจุบัน: %d
